IDCarro;Oficina;Servico;Mecanico;DataEntrada;DataSaida;Responsavel;Obs;ValorServico
29;MOTOSHOP VEICULOS E PEÇAS LTDA;Troca de Pneus;Toinho;11/05/2004;11/05/2004;arley;foi trocado no mesmo dia um suporte do paralama.;70
11;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;12/05/2004;12/05/2004;klebio;só foi trocado óleo;13.50
7;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;12/05/2004;12/05/2004;sandro;foi trocado no mesmo dia uma junta homc.do lado esquedo na garantia na parafiat.não teve custo para a empreza.;30
12;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;14/05/2004;14/05/2004;linaldo;só foi trocado óleo;13.50
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;14/05/2004;14/05/2004;emmanuel;foi feito no mesmo dia uma regulagem no gás.;23.50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;14/05/2004;14/05/2004;clecio;;7
10;OFICINA NOSSA SENHORA DA PENHA;troca dos cabos de vela;piloto;15/05/2004;15/05/2004;silas;foi trocado no mesmo dia o reservatorio do radiador que custou r$ 40 estalado.;120
2;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;14/05/2004;14/05/2004;tacio;foi feito no mesmo dia alinhamento.balanciamento.;245
14;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;14/05/2004;14/05/2004;tony;foi feito no mesmo dia alinhament9o e balanciamento.;245
7;OFICINA NOSSA SENHORA DA PENHA;troca de cabos e velas;piloto;17/05/2004;17/05/2004;sandro;foi trocado no mesmo dia um filtro de ar.;102
17;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;19/05/2004;19/05/2004;erlando;os pneus foram comprados por irenaldo na cirne pneus ao preço R$ 115 reais cada. foi feito alinhamento e balanciamento.;245
8;OFICINA NOSSA SENHORA DA PENHA;troca do tanque do radiador;Toinho;17/05/2004;17/05/2004;rostanda;;50
7;OFICINA NOSSA SENHORA DA PENHA;troca de bobina de inj;piloto;19/05/2004;19/05/2004;sandro;piloto não cobrou mão de obra.;63
11;OFICINA NOSSA SENHORA DA PENHA;troca de cabos e velas;piloto;18/05/2004;18/05/2004;klebio;;110
11;OFICINA NOSSA SENHORA DA PENHA;Troca de Bateria;piloto;18/05/2004;18/05/2004;klebio;;100
22;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;19/05/2004;19/05/2004;edson 2;só foi trocado óleo;13.50
11;OFICINA NOSSA SENHORA DA PENHA;troca de bomba d agua;piloto;19/05/2004;19/05/2004;klebio;piloto cobrou R$ 30 reais de mão de obra.;100
19;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;21/05/2004;21/05/2004;davidson;só foi trocado óleo;13.50
5;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;21/05/2004;21/05/2004;gutemberg;só foi trocado óleo;13.50
34;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;21/05/2004;21/05/2004;assis;foi trocado óleo e filtro de óleo.;23.50
8;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;20/05/2004;20/05/2004;rostanda;só foi trocado óleo;13.50
7;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;24/05/2004;24/05/2004;sandro;foi trocado só óleo.;13.50
17;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;22/05/2004;22/05/2004;erlando;foi trocado só óleo.;13.50
10;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;22/05/2004;22/05/2004;silas;foi trocado só óleo.;13.50
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;24/05/2004;24/05/2004;arley;foi trocado quadro buchas da coroa.;13
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;28/05/2004;28/05/2004;clecio;;7
20;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/05/2004;28/05/2004;amauri;foi trocado só óleo.;13.50
8;OFICINA NOSSA SENHORA DA PENHA;troca da coifa;piloto;25/05/2004;25/05/2004;rostanda;;22
2;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/05/2004;28/05/2004;tacio;;13.50
26;RS-REGINALDO SILVA;serviço no ar-condicionado;Toinho;26/05/2004;26/05/2004;gilberto;;30
8;WCAR PEÇAS E SERVIÇOS;troca do suporte do braço do tensor;Toinho;28/05/2004;28/05/2004;rostanda;foi trocado no mesmo dia a coifa do lado direito;47
15;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;28/05/2004;28/05/2004;marcony;foi trocado no mesmo dia kit feixe de mola.coxim mola inf.jogo de pastilha.;90
16;REAL CAR SERVIÇOS AUTOMOTIVOS;alinhamento.balanciamento;Toinho;28/05/2004;28/05/2004;eduardo;;15
31;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;28/05/2004;28/05/2004;zê felinto;foi colocado dois pneus na dianteira.comprado na cirne pneus ao preço unitario R$ 215 reais foi alinhado e balanceado.;245
31;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;Toinho;29/05/2004;29/05/2004;zê felinto;só foi trocado óleo.;13.50
30;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;29/05/2004;29/05/2004;edson 1;foi trocado dois pneus na trazeira comprados na cirne pneus ao preço unitário R$ 215 reais.foi alinhado e balanceado.;245
13;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;29/05/2004;29/05/2004;fia;só foi trocado óleo.;13.50
26;OFICINA NOSSA SENHORA DA PENHA;diversos onibus;Toinho;28/05/2004;28/05/2004;gilberto;foi feito uma lavagem.lubrificação.colocado dois pneus novos na dianteira.alinhado e balanceado.;815
2;ECO GÁS LTDA;limpeza do redutor;igor;29/05/2004;29/05/2004;tacio;foi trocado também um mesclador.;60
30;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;29/05/2004;29/05/2004;edson 1;;40
32;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;28/05/2004;29/05/2004;lucio;foi trocado um kit estabilizador.coifa do cambio.coifa da homoc.jogo de pastilha.escape intermediario.coxim d mola inf.kit feixe de mola.óleo da caixa de macha.jogo de lona.cilindro da roda l/d.mão de obra custou r$50 reais.;256
34;REAL CAR SERVIÇOS AUTOMOTIVOS;alinhamento.balanciamento;Toinho;29/05/2004;29/05/2004;assis;foi feito alinhamento devido um pneu dianteiro ter estragado por dentro.por isso foi colocado o estepe na trazeira do lado esquerdo.;15
30;ECO GÁS LTDA;regulagem do gás;igor;02/06/2004;02/06/2004;edson 1;foi feito no mesmo dia uma regulagem de tucho em piloto;40
30;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;Toinho;04/06/2004;04/06/2004;edson 1;só foi trocado óleo;13.50
26;UNIDAS VEICULOS E SERVIÇOS LTDA.;recapagem de pneu;Toinho;02/06/2004;02/06/2004;gilberto;foi feito recapagem de pneus em dois pneus.;330
32;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;03/06/2004;03/06/2004;lúcio;só foi trocado óleo;13.50
15;PARA FIAT;troca da palheta do limpado;Toinho;03/06/2004;03/06/2004;marcony;;7
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;03/06/2004;03/06/2004;arley;;7
32;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;02/06/2004;02/06/2004;lúcio;foi trocado as oito buchas da bandeija;70
22;WCAR PEÇAS E SERVIÇOS;troca de rolamento da direção;Toinho;03/06/2004;03/06/2004;edson 2;foi trocado os dois rolamentos da direção.foi trocado no dia 17/06 uma palheta do limpado.foi feito um conserto na porta do lado esquerdo no dia 18/06/04 que custou r$10 reais.;88
14;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;05/06/2004;05/06/2004;tony;só foi trocado óleo.;13.50
34;ECO GÁS LTDA;regulagem do gás;igor;05/06/2004;05/06/2004;assis;;15
18;OFICINA NOSSA SENHORA DA PENHA;troca de lâmpadas;geraldo;05/06/2004;05/06/2004;reserva;;13
10;AUTO ELÉTRICA DO GERALDO;troca das escovas do motor de partida;geraldo;05/06/2004;05/06/2004;silas;;50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;09/06/2004;09/06/2004;tacio;foi trocado no mesmo dia as buchas da coroa na garantia.;7
15;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;09/06/2004;09/06/2004;marcony;só foi trocado óleo;13.50
35;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;18/06/2004;18/06/2004;reserva;só foi trocado óleo;13.50
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;17/06/2004;17/06/2004;arley;;7
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;17/06/2004;17/06/2004;emmanuel;só foi trocado óleo.;13.50
10;OFICINA NOSSA SENHORA DA PENHA;troca de colar.plator.disco;piloto;16/06/2004;16/06/2004;silas;;255
18;OFICINA NOSSA SENHORA DA PENHA;troca do tanque do radiador;piloto;17/06/2004;17/06/2004;reserva;foi trocado o radiador completo.;80
29;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;17/06/2004;17/06/2004;arley;foi trocado a bucha do garfo.vela.anel da vál.bucha dos amortecedores.;25
5;OFICINA NOSSA SENHORA DA PENHA;troca de filtro de ar;Toinho;17/06/2004;17/06/2004;gutemberg;;7
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de camara de ar;Toinho;16/06/2004;16/06/2004;arley;esta camara foi comprado por arley nos bancarios;18
31;OFICINA NOSSA SENHORA DA PENHA;troca de filtro de ar;piloto;17/06/2004;17/06/2004;zÊ felinto;;12
37;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;18/06/2004;18/06/2004;tacio;foi trocado no dia um jogo de tração.pastilha de freio.regulagem dos tuchos.;61
14;JEOKAR AUTO PEÇAS LTDA.;troca da palheta do limpado;Toinho;18/06/2004;18/06/2004;tony;foi trocado no mesmo dia um jogo de carlota;47
21;OFICINA NOSSA SENHORA DA PENHA;troca do sensor de velocidade;piloto;19/06/2004;19/06/2004;emmanuel;;90
19;RADBAT-PB;Troca de Bateria;Toinho;18/06/2004;18/06/2004;davidson;esta bateria foi trocado na garantia .;0
12;MARTELO DE OURO;lanternagem diversos;joca;21/06/2004;21/06/2004;reserva;foi trocado no mesmo dia ás faixas laterais.colocado um jogo de carlota.;175
2;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;21/06/2004;21/06/2004;tacio;foi trocado um terminal de direção do lado esquerdo.barra de direção do lado direito.buchas da bandeija.duas coifa homc.interuptor do óleo.alinhamento.bucha do eixo trazeiro.bucha do escape.;222
20;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;geraldo;21/06/2004;21/06/2004;amauri;foi trocado no mesmo dia as letras da faixa que custou R$ 30;60
19;AUTO ELÉTRICA DO GERALDO;troca dos rolamentos do alternador;geraldo;21/06/2004;21/06/2004;davidson;foi trocado no mesmo dia as letras da faixa que custou R$30;80
11;MARTELO DE OURO;lanternagem diversos;Toinho;25/06/2004;26/06/2004;klebio;;50
16;MARTELO DE OURO;lanternagem diversos;Toinho;25/06/2004;25/06/2004;eduardo;;50
31;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;22/06/2004;22/06/2004;zê felinto;foi trocado dois coxim do amortecedor.barra axial.alinhado.balanciado.;170
5;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;Toinho;26/06/2004;26/06/2004;gutemberg;;100
13;PINT CAR;reparo das faixas;Toinho;25/06/2004;25/06/2004;fia;foi trocado só as letras da faixa.;30
11;AUTO ELÉTRICA DO GERALDO;conserto do eletroventilador do radiador;geraldo;29/06/2004;29/06/2004;klebio;;30
14;AUTO ELÉTRICA DO GERALDO;troca dos rolamentos do alternador;geraldo;29/06/2004;29/06/2004;tony;foi trocado no mesmo dia as buchas da macha;80
19;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;geraldo;29/06/2004;29/06/2004;davidson;foi feito uma regulagem no mesmo dia na eco gás.;80
22;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;30/06/2004;30/06/2004;edson 2;só foi trocado óleo;13.50
15;WCAR PEÇAS E SERVIÇOS;troca das lonas e tambor de freio;Toinho;30/06/2004;30/06/2004;marcony;;125
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/07/2004;01/07/2004;erlando;foi trocado óleo.filtro de óleo.;20.50
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de amortecedor;Toinho;01/07/2004;01/07/2004;arley;foi trocado no mesmo dia um retrovisor do lado direito.;107
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/07/2004;02/07/2004;assis;só foi trocado óleo.;13.50
15;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;02/07/2004;02/07/2004;reserva;;75
15;WCAR PEÇAS E SERVIÇOS;troca de bomba d agua;Toinho;02/07/2004;02/07/2004;marcony;foi trocado no mesmo dia uma espoleta do bloco.as buchas da bandeija trazeira;183
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;02/07/2004;02/07/2004;clecio;;7
5;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;03/07/2004;03/07/2004;gutemberg;os pneus foram comprados por irenaldo na cirne pneus ao preço unitario R$ 115 reais cada.foi alinhado e balanciado no mesmo dia.;245
18;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;03/07/2004;03/07/2004;emmanuel;só foi trocado óleo.;13.50
20;AUTO ELÉTRICA DO GERALDO;troca do tanque do radiador;geraldo;03/07/2004;03/07/2004;amaury;foi comprado o reservatorio por R$ 50 reais .geraldo cobrou R$ 20 reais para conserta o eletroventilador.;70
25;REAL CAR SERVIÇOS AUTOMOTIVOS;alinhamento.balanciamento;Toinho;03/07/2004;03/07/2004;antonio;;15
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/07/2004;05/07/2004;zê felinto;foi trocado no mesmo dia o filtro de óleo.;20.50
12;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;Toinho;07/07/2004;07/07/2004;reserva;;100
19;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2004;08/07/2004;davidson;só foi trocado óleo.;13.50
20;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2004;08/07/2004;amauri;foi trocado óleo e filtro de óleo.;20.50
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;07/07/2004;07/07/2004;arley;foi trocado no mesmo dia a troteção do motor.uma maneta.uma borracha do pedal de apoio.;30
5;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2004;08/07/2004;gutemberg;foi trocado no mesmo dia o filtro de óleo.;20.50
10;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;09/07/2004;09/07/2004;silas;foi trocado no mesmo dia o filtro de óleo.foi consertado no dia seguinte o retrovisor do lado direito.;60.50
15;AUTO ELÉTRICA DO GERALDO;conserto do comando de seta;geraldo;08/07/2004;08/07/2004;marcony;;20
11;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;10/07/2004;10/07/2004;klebio;;13.50
2;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;09/07/2004;09/07/2004;tacio;correia trocada faltando 1000 km p/troca.;69.34
11;OFICINA NOSSA SENHORA DA PENHA;troca de junta homoc.;piloto;12/07/2004;12/07/2004;klebio;foi trocado a homc. Do lado direito.;145
26;CASA DO ÓLEO SÃO JOSE;troca de óleo;Toinho;09/07/2004;09/07/2004;zê felinto;foi feito uma lubrificação no mesmo dia.;50
32;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;10/07/2004;10/07/2004;lúcio;;75
7;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/07/2004;15/07/2004;sandro;foi trocado no mesmo dia o filtro de óleo.;20.50
8;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/07/2004;15/07/2004;rostanda;foi trocado só óleo;13.50
13;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/07/2004;16/07/2004;fia;só foi trocado óleo;13.50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;13/07/2004;13/07/2004;clecio;;10
30;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;14/07/2004;14/07/2004;edson 1;foi trocado no mesmo dia o filtro de óleo;20.50
32;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;17/07/2004;17/07/2004;lucio;foi trocado só óleo;13.50
2;RADBAT-PB;Troca de Bateria;igor;12/07/2004;12/07/2004;tacio;bateria substituida na garantia.;0
16;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;14/07/2004;14/07/2004;eduardo;foi trocado no mesmo dia a correia do alternador.;55
16;OFICINA NOSSA SENHORA DA PENHA;serviço de cabeçote;piloto;14/07/2004;14/07/2004;eduardo;foi trocado no mesmo dia uma junta do cabeçote.retentor de val.junta de escape.piloto cobrou R$100 reais de mao de obra.;161
7;WCAR PEÇAS E SERVIÇOS;troca do feixe de mola;Toinho;14/07/2004;14/07/2004;sandro;foi trocado no mesmo coifa da homc.coifa do cambio c/rolamento.;201
19;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;15/07/2004;15/07/2004;davidson;foi trocado esta correia antes do plazo. devido a mesma ter quebrado com 8600 km de antecedência.;40
17;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;15/07/2004;15/07/2004;erlando;foi colocado dois pneus na dianteira devido aos pneus trazeiros estarem sem condições de uso estes pneus foram comprados na cirne pneus por irenaldo ao preço unitario de R$ 115 reais cada.foi alinhado e balanceado.foi trocado no dia 14/07 um interuptor;260
20;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;15/07/2004;15/07/2004;amaury;foi colocado dois pneus na dianteira deste veiculo.comprados na cirne pneus ao preço unitario r$ 115 reais cada .foi alinhado e balanceado.;245
32;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;17/07/2004;17/07/2004;lucio;foi feito alinhamento.balanciamento.os pneus foram comprados na cirne pneus ao preço de r$ 125 reais cada.;265
32;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;17/07/2004;17/07/2004;lucio;foram trocados ás buchas do braço osciliante.;46
17;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;17/07/2004;17/07/2004;erlando;foi trocado ás buchas da bandeija trazeira coxim mola inf.;95
19;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;17/07/2004;17/07/2004;davidson;foram trocados buchas da bandeija.coxim do amortecedor.terminal de direção do lado esquerdo barra axial do lado direito.alinhado.foi feito no mesmo dia uma cópia da chave.;229
21;ECO GÁS LTDA;regulagem do gás;igor;19/07/2004;19/07/2004;klébio;;10
2;PROMAC;conserto de porta;Toinho;20/07/2004;20/07/2004;tacio;foi comprado um cabo p/porta do lado esquerdo na promac que custou r$ 22 reais.;52
21;WCAR PEÇAS E SERVIÇOS;troca das lonas e tambor de freio;Toinho;16/07/2004;16/07/2004;klebio;;115
7;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;piloto;21/07/2004;21/07/2004;sandro;foi comprados por irenaldo estes pneus na cirne pneus ao preço unitario R$ 125 cada foi alinhado e balanceado;265
21;WCAR PEÇAS E SERVIÇOS;troca dos nylon do feixo de mola;Toinho;22/07/2004;22/07/2004;klebio;;55
13;OFICINA NOSSA SENHORA DA PENHA;troca de colar.plator.disco;piloto;22/07/2004;22/07/2004;fia;foi trocado o kit de embreagem na garantia da jeoker.no mesmo dia foi feito uma limpeza no aranco em geraldo que custou 20 reais.;80
20;OFICINA NOSSA SENHORA DA PENHA;troca do retrovisor;Toinho;22/07/2004;22/07/2004;amauri;;100
20;WCAR PEÇAS E SERVIÇOS;troca da correia do alternador;Toinho;22/07/2004;22/07/2004;amauri;;25
10;ECO GÁS LTDA;conserto da vál.abastecimento;igor;22/07/2004;22/07/2004;silas;;20
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;23/07/2004;23/07/2004;klebio;foi trocado filtro de óleo no mesmo dia.;20.50
14;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;23/07/2004;23/07/2004;tony;foi trocado no mesmo dia o filtro de óleo.;20.50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;23/07/2004;23/07/2004;clecio;foi trocado no mesmo dia uma maneta que custou r$3.50 .;11.50
16;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;22/07/2004;22/07/2004;eduardo;estes pneus foram tirados do carro de mop 1821 porque o mesmo estava sendo vendido.e foi calculado a km anterior.;15
16;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;24/07/2004;24/07/2004;eduardo;foi trocado uma base do motor.dois coxim amortecedor.um terminal direção lado esquerdo.uma coifa lado direito.foi feito um desempeno nas duas rodas da frente que custou R$ 25 reais.;202
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;23/07/2004;23/07/2004;arley;foi trocado no mesmo dia um jogo de tração.;53
34;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;24/07/2004;24/07/2004;assis;foi trocado um terminal de direção do lado esquerdo.dois coxim do amortecedor.alinhamento.;125
15;WCAR PEÇAS E SERVIÇOS;troca da coifa;piloto;24/07/2004;24/07/2004;marcony;foi trocado a coifa do cambio com rolamento.;64
18;WCAR PEÇAS E SERVIÇOS;troca do vidro da porta;piloto;24/07/2004;24/07/2004;emmanuel;;80
5;OFICINA NOSSA SENHORA DA PENHA;troca de colar.plator.disco;piloto;26/07/2004;26/07/2004;gutemberg;;240
2;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/07/2004;28/07/2004;tacio;foi trocado no mesmo dia o filtro de óleo.;20.50
15;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;30/07/2004;30/07/2004;marcony;;13.50
18;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;30/07/2004;30/07/2004;emmanuel;;13.50
22;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;29/07/2004;29/07/2004;edson 2;;13.50
10;WCAR PEÇAS E SERVIÇOS;troca da correia do alternador;Toinho;28/07/2004;28/07/2004;silas;;25
8;OFICINA NOSSA SENHORA DA PENHA;conserto no carte;piloto;28/07/2004;28/07/2004;rostanda;foi feito uma solda no carte devido a uma pancada na pista de prova.tambem foi trocado a junta do carte.;30
8;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/07/2004;28/07/2004;rostanda;foi trocado o óle nesta data devido a um furo no carte na pista de prova.;13.50
17;WCAR PEÇAS E SERVIÇOS;troca do mangote de agua;Toinho;29/07/2004;29/07/2004;erlando;;40
7;PARA FIAT;troca da fechadura da tampa trazeira;Toinho;30/07/2004;30/07/2004;sandro;;18
15;PARA FIAT;conserto do comando de seta;piloto;31/07/2004;31/07/2004;marcony;foi trocado uma lanterna do lado esquerdo da frente que custou R$ 10 reais.;40
19;WCAR PEÇAS E SERVIÇOS;troca do suporte do braço do tensor;Toinho;31/07/2004;31/07/2004;davidson;não foi cobrado mão de obra.;20
